Identifier,Identifier format,GUID,Name,Name format,Discipline,Module,State,Tag Type 1 Name,Tag Type 1 Tag 1 Name,Tag Type 2 Name,Tag Type 2 Tag 1 Name,Tag Type 3 Name,Tag Type 3 Tag 1 Name,Tag Type 4 Name,Tag Type 4 Tag 1 Name,Tag Type 5 Name,Tag Type 5 Tag 1 Name,Item Exposure Rate,Scoring Mode,Video,Item Stem,Type,Prompt,Orientation,Options Per Line,Scoring Type,Spot Visibility,Min associations,Max associations,Min Score,Max Score,Default Score,Video Interaction Play Mode,Video Delay,Show Confirmation Prompt,Line Count,Word Limit,Word Limit Action,Use Rich Text Editor,Enable MathML,Enable Code Editing,Show Word Count,Minimum Gap Display Width,Expected Length,Input Restriction,Decimal Places,Lower Bound,Upper Bound,Step,Extended Text Answer,Interaction Body,Source 1 Display order,Source 1 Text,Source 1 Match Min,Source 1 Match Max,Source 1 Correct,Source 1 Fixed,Source 1 Image,Source 1 Min Choices,Source 1 Max Choices,Source 2 Display order,Source 2 Text,Source 2 Match Min,Source 2 Match Max,Source 2 Correct,Source 2 Fixed,Source 2 Image,Source 2 Min Choices,Source 2 Max Choices,Source 3 Display order,Source 3 Text,Source 3 Match Min,Source 3 Match Max,Source 3 Correct,Source 3 Fixed,Source 3 Image,Source 3 Min Choices,Source 3 Max Choices,Source 4 Display order,Source 4 Text,Source 4 Match Min,Source 4 Match Max,Source 4 Correct,Source 4 Fixed,Source 4 Image,Source 4 Min Choices,Source 4 Max Choices,Source 5 Display order,Source 5 Text,Source 5 Match Min,Source 5 Match Max,Source 5 Correct,Source 5 Fixed,Source 5 Image,Source 5 Min Choices,Source 5 Max Choices,Destination 1 Text,Destination 1 Match Max,Destination 2 Text,Destination 2 Match Max,Destination 3 Text,Destination 3 Match Max,Destination 4 Text,Destination 4 Match Max,Destination 5 Text,Destination 5 Match Max,Shuffle,Answer 1,Answer 1 Score,Answer 1 Shape,Answer 1 Coordinates,Answer 2,Answer 2 Score,Answer 2 Shape,Answer 2 Coordinates,Answer 3,Answer 3 Score,Answer 3 Shape,Answer 3 Coordinates,Answer 4,Answer 4 Score,Answer 4 Shape,Answer 4 Coordinates,Answer 5,Answer 5 Score,Answer 5 Shape,Answer 5 Coordinates,Answer 6,Answer 6 Score,Answer 6 Shape,Answer 6 Coordinates,Answer 7,Answer 7 Score,Answer 7 Shape,Answer 7 Coordinates,Answer 8,Answer 8 Score,Answer 8 Shape,Answer 8 Coordinates,Answer 9,Answer 9 Score,Answer 9 Shape,Answer 9 Coordinates,Answer 10,Answer 10 Score,Answer 10 Shape,Answer 10 Coordinates,Correct,Correct 1,Correct 2,Correct 3,Correct 4,Correct 5,Correct 6,Correct 7,Correct 8,Correct 9,Correct 10,Order 1 Fixed,Order 1 Display Order,Order 1 Answer,Order 2 Fixed,Order 2 Display Order,Order 2 Answer,Order 3 Fixed,Order 3 Display Order,Order 3 Answer,Order 4 Fixed,Order 4 Display Order,Order 4 Answer,Order 5 Fixed,Order 5 Display Order,Order 5 Answer,Interaction 1 Interaction,Interaction 1 Confirmation Response,Interaction 1 Start Time,Interaction 1 End Time,Interaction 1 Score,Interaction 2 Interaction,Interaction 2 Confirmation Response,Interaction 2 Start Time,Interaction 2 End Time,Interaction 2 Score,Interaction 3 Interaction,Interaction 3 Confirmation Response,Interaction 3 Start Time,Interaction 3 End Time,Interaction 3 Score,Interaction 4 Interaction,Interaction 4 Confirmation Response,Interaction 4 Start Time,Interaction 4 End Time,Interaction 4 Score,Interaction 5 Interaction,Interaction 5 Confirmation Response,Interaction 5 Start Time,Interaction 5 End Time,Interaction 5 Score,Interaction 6 Interaction,Interaction 6 Confirmation Response,Interaction 6 Start Time,Interaction 6 End Time,Interaction 6 Score,Interaction 7 Interaction,Interaction 7 Confirmation Response,Interaction 7 Start Time,Interaction 7 End Time,Interaction 7 Score,Interaction 8 Interaction,Interaction 8 Confirmation Response,Interaction 8 Start Time,Interaction 8 End Time,Interaction 8 Score,Interaction 9 Interaction,Interaction 9 Confirmation Response,Interaction 9 Start Time,Interaction 9 End Time,Interaction 9 Score,Interaction 10 Interaction,Interaction 10 Confirmation Response,Interaction 10 Start Time,Interaction 10 End Time,Interaction 10 Score,Enable Live Marking & Feedback for this Item,Live Marking Format,Default Feedback Display Options,Default Feedback Use Auto-Generated Feedback,Default Feedback,Additional Feedback Display Options,Additional Feedback If Answer Is Incorrect,Additional Feedback If Answer Is Correct,Override Feedback 1 Condition,Override Feedback 1 Score,Override Feedback 1 Feedback Content,Override Feedback 2 Condition,Override Feedback 2 Score,Override Feedback 2 Feedback Content,Override Feedback 3 Condition,Override Feedback 3 Score,Override Feedback 3 Feedback Content,Override Feedback 4 Condition,Override Feedback 4 Score,Override Feedback 4 Feedback Content,Override Feedback 5 Condition,Override Feedback 5 Score,Override Feedback 5 Feedback Content,Override Feedback 6 Condition,Override Feedback 6 Score,Override Feedback 6 Feedback Content,Override Feedback 7 Condition,Override Feedback 7 Score,Override Feedback 7 Feedback Content,Override Feedback 8 Condition,Override Feedback 8 Score,Override Feedback 8 Feedback Content,Override Feedback 9 Condition,Override Feedback 9 Score,Override Feedback 9 Feedback Content,Override Feedback 10 Condition,Override Feedback 10 Score,Override Feedback 10 Feedback Content,Marking Scheme Component 1 Identifier,Marking Scheme Component 1 Name,Marking Scheme Component 1 Description,Marking Scheme Component 1 Available Score,Marking Scheme Component 1 Half Marks,Marking Scheme Component 2 Identifier,Marking Scheme Component 2 Name,Marking Scheme Component 2 Description,Marking Scheme Component 2 Available Score,Marking Scheme Component 2 Half Marks,Marking Scheme Component 3 Identifier,Marking Scheme Component 3 Name,Marking Scheme Component 3 Description,Marking Scheme Component 3 Available Score,Marking Scheme Component 3 Half Marks,Marking Scheme Component 4 Identifier,Marking Scheme Component 4 Name,Marking Scheme Component 4 Description,Marking Scheme Component 4 Available Score,Marking Scheme Component 4 Half Marks,Marking Scheme Component 5 Identifier,Marking Scheme Component 5 Name,Marking Scheme Component 5 Description,Marking Scheme Component 5 Available Score,Marking Scheme Component 5 Half Marks,Runtime Setup Instructions,Comment 1,Assigned to
delisit0003lwhcvpegtf8-030787,delisit0003{id},419cda3b-6037-e911-80c0-0003fffefa96,DKT-067_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Seat Belts/Restraints,License Class Tag Type,car,,,,,,,,<span>Zaman kazasında bir yolcu korumak için en etkili cihazdır-</span>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emniyet kemeri.,,,,Emniyet kapı mandalları.,,,,Yastıklı alet panelleri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emniyet kemeri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-SBR 2 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030788,delisit0003{id},489cda3b-6037-e911-80c0-0003fffefa96,DKT-054_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Seat Belts/Restraints,License Class Tag Type,car,,,,,,,,<span>Eğer ilaç almak ve sonra alkol -</span>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yetenek sürüş üzerinde özellikle kötü bir etkisi olabilir.,,,,Alkol yalnız alınan Eğer daha az etkisi olacaktır.,,,,Acil durumlar için tepki yeteneğinizi geliştirir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yetenek sürüş üzerinde özellikle kötü bir etkisi olabilir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-SBR 3 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030789,delisit0003{id},4f9cda3b-6037-e911-80c0-0003fffefa96,DKT-012_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Speed Limits,License Class Tag Type,car,,,,,,,,<p>Bir arkadaşınızın arabasını ödünç alıyorsunuz ve sürücü koltuğunun pozisyonunun direksiyon simidinden ve kontrollerden çok uzakta oturduğunuzu görüyorsunuz. Ne yapmalısın?&nbsp;</p>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senin arkandan yerleştirmek için arkadaşın bir yastık için sor.,,,,Rahatsızlık koyun; başka bir kişinin koltuk ayarlamak gerekir değil.,,,,Tam size göre koltuk ileri ayarlayın.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tam size göre koltuk ileri ayarlayın.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-SL 1 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030790,delisit0003{id},569cda3b-6037-e911-80c0-0003fffefa96,DKT-019_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Speed Limits,License Class Tag Type,car,,,,,,,,"<p class=""figure-right""><span></span></p><p>Bu kesişme noktasında özellikle dikkatli olmalısınız çünkü -&nbsp;&nbsp;</p><p></p>",Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yapı, yan sokağın iyi bir görüntüsünü engeller.",,,,Kavşaklar çökmelere neden olur.,,,,Biraz zor görünüyor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yapı, yan sokağın iyi bir görüntüsünü engeller.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-SL 2 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030791,delisit0003{id},5f9cda3b-6037-e911-80c0-0003fffefa96,DKT-045_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Speed Limits,License Class Tag Type,car,,,,,,,,"<span>İşaretli bir yaya geçidine yaklaşırken yaya geçidi yokken, -</span>",Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yavaşlayın ve güvenli bir şekilde durmaya hazır olun.,,,,Geçişten önce tamamen durun.,,,,Geçişe bir yaya geçmesi durumunda daha hızlı git.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yavaşlayın ve güvenli bir şekilde durmaya hazır olun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-SL 3 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030792,delisit0003{id},669cda3b-6037-e911-80c0-0003fffefa96,DKT-046_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Traffic Lights,License Class Tag Type,car,,,,,,,,"<span>Bir araba bir sürücü ve 3 yetişkin yolcu taşıyor. Tüm oturma pozisyonlarında emniyet kemerleri vardır. Yasal olarak, emniyet kemerleri giyilmelidir -</span>",Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dört kişi. ",,,,"Sadece şoför. ",,,,"Sadece sürücü ve ön koltuk yolcusu. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dört kişi. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-TLI 1 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030793,delisit0003{id},6d9cda3b-6037-e911-80c0-0003fffefa96,DKT-005_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Traffic Lanes,License Class Tag Type,car,,,,,,,,"<p class=""figure-right""><span></span></p><p>Bir otobüsün arkasında yanıp sönen bu ışıkları gördüğünüzde, ne yapmalısınız?&nbsp;</p><p></p>",Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veriyolunu sadece ışıklar yanıp sönerken alın.,,,,En fazla 40 km / saat hızda sürün.,,,,Durun ve ışıkların yanıp sönmesinin durmasını bekleyin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,En fazla 40 km / saat hızda sürün.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-TLA 1 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030794,delisit0003{id},769cda3b-6037-e911-80c0-0003fffefa96,DKT-047_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Alcohol,License Class Tag Type,car,,,,,,,,<span>Arkadaki yetişkin yolcu yasayı ihlal ediyor çünkü o - </span>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mevcut emniyet kemerini takmıyoruz. ",,,,"Arka koltukta oturuyor. ",,,,"Sürücüyü bozmak. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mevcut emniyet kemerini takmıyoruz. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-Alc 1 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030795,delisit0003{id},7d9cda3b-6037-e911-80c0-0003fffefa96,DKT-053_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Alcohol,License Class Tag Type,car,,,,,,,,<span>POLICE nefes testi almayı reddetmek suç mu?</span>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evet herzaman.,,,,Hayır - alkol içmediğini söylersen.,,,,Hayır - eğer öğrenci sürücüsü isen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evet herzaman.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-Alc 2 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030796,delisit0003{id},849cda3b-6037-e911-80c0-0003fffefa96,DKT-049_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Alcohol,License Class Tag Type,car,,,,,,,,<span>4.5 ton üzerinde GVM'li bir aracı sürüyorsanız maksimum hız sınırınız nedir? </span>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 km/h. ",,,,"90 km/h. ",,,,"110 km/h. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90 km/h. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-Alc 3 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030797,delisit0003{id},8b9cda3b-6037-e911-80c0-0003fffefa96,DKT-055_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Road safety essentials,Category Tag Type,Drugs,License Class Tag Type,car,,,,,,,,"<span>Eğer herhangi bir ilaç alıyorsanız, -</span>",Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,İlaç veya ilacın sürücünüzü etkileyip etkilemeyeceğini doktorunuza veya kimyagerinizden öğrenin.,,,,Sadece ilacı veya ilacı aldıktan sonra gün içerisinde sürün.,,,,"Sadece bir motorlu aracı sürmeyin, ağır bir araç değil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,İlaç veya ilacın sürücünüzü etkileyip etkilemeyeceğini doktorunuza veya kimyagerinizden öğrenin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT RSE-Dru 1 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030798,delisit0003{id},929cda3b-6037-e911-80c0-0003fffefa96,DKT-027_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Traffic signals,Category Tag Type,Regulatory Signs,License Class Tag Type,car,,,,,,,,<p>Kaldırım kenarına bitişik karayolu üzerinde boyanmış kırık sarı bir çizgi görürsünüz. Bunun anlamı ne?&nbsp;</p>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herhangi bir zamanda, yolun bu kısmı boyunca sadece 1 saat boyunca park edebilirsiniz.",,,,Clearway kısıtlamaları geçerlidir - mesai saatleri içinde durmamanız gerekir.,,,,Bisiklet binicileri sarı çizgide ilerlemelidir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clearway kısıtlamaları geçerlidir - mesai saatleri içinde durmamanız gerekir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT TS-RS 1 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030799,delisit0003{id},999cda3b-6037-e911-80c0-0003fffefa96,DKT-059_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Traffic signals,Category Tag Type,Regulatory Signs,License Class Tag Type,car,,,,,,,,"<span>Bu işaret, yapmanız gereken - </span>",Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"İşaretin soluna geçin. ",,,,"Bir sonraki sokakta sola dönün. ",,,,"Dikkatli sür, dolambaçlı devam et. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bir sonraki sokakta sola dönün. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT TS-RS 2 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030800,delisit0003{id},a09cda3b-6037-e911-80c0-0003fffefa96,DKT-060_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Traffic signals,Category Tag Type,Regulatory Signs,License Class Tag Type,car,,,,,,,,<span>Bu işaret ne anlama geliyor? </span>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bütün trafik trafiği bir sonraki kavşakta sağa dönmelidir. ",,,,"Sağ şerit trafiği sağa dönebilir veya bir sonraki kavşakta dümdüz ilerleyebilir. ",,,,"İleride bir yol var. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bütün trafik trafiği bir sonraki kavşakta sağa dönmelidir. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT TS-RS 3 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030801,delisit0003{id},6ad3ed41-6037-e911-80c0-0003fffefa96,DKT-061_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Traffic signals,Category Tag Type,Regulatory Signs,License Class Tag Type,car,,,,,,,,<span>Bu burda ne anlama geliyor? </span>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trafik her yönde ilerler. ",,,,"Dönüşlere izin verilmiyor. ",,,,"İleride çift şeritli köprü. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dönüşlere izin verilmiyor. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT TS-RS 4 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030802,delisit0003{id},71d3ed41-6037-e911-80c0-0003fffefa96,DKT-062_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Traffic signals,Category Tag Type,Regulatory Signs,License Class Tag Type,car,,,,,,,,<span>Bu gerçek işaret ne anlama geliyor? </span>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sağa dönmemelisin. ",,,,"Sağa dönebilirsin. ",,,,"Sağ taraftaki trafiğe yol vermelisin. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sağ taraftaki trafiğe yol vermelisin. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT TS-RS 5 Turkish,DELI_SIT_S0003
delisit0003lwhcvpegtf8-030803,delisit0003{id},78d3ed41-6037-e911-80c0-0003fffefa96,DKT-022_turkish,DKT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,Knowledge section,Traffic signals,Category Tag Type,Warning Signs,License Class Tag Type,car,,,,,,,,"<p class=""figure-right""><span></span></p><p>Çift bölme çizgileri olduğunda, park edebilirsiniz -&nbsp;</p>",Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bölme çizgilerinden bir metre.,,,,Bölme çizgilerinden en az üç metre.,,,,Bölme çizgilerinden en az iki metre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bölme çizgilerinden en az üç metre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKT TS-WS 1 Turkish,DELI_SIT_S0003
